SRA_accession_code	GEO_accession_code	pubmed_id	pmcid
SRP092053	GSE89164	28526029	PMC5438562
SRP103214	GSE97462	28490575	PMC5527689
SRP140823	GSE113298	30343466	PMC6475499
SRP103126	GSE97450	29346763	PMC5792454
SRP161928	GSE120067	30500539	PMC6497386
SRP065661	GSE74596	27089380	PMC4944658
SRP063060	GSE72590	26702137	PMC4796291
SRP101802	GSE96552	29157358	PMC5697933
SRP173490			
SRP147556	GSE114533	30082068	PMC6149219
SRP137807	GSE112796	30285803	PMC6167826
SRP019983			
SRP154372	GSE117331	30810063	PMC7002867
SRP190921	GSE129359	30967529	PMC6456569
SRP151888	GSE116578	30808659	PMC6446543
ERP007120			
SRP101579	GSE95833		
SRP098558	GSE94263	28273450	PMC5393360
SRP102352	GSE96957	28530223	PMC5493595
SRP159067	GSE119183	30446205	
SRP159685			
SRP072697	GSE79791	28576771	PMC5536932
SRP072270			
SRP028252	GSE49233	23918392	PMC3752219
ERP013887			
SRP114461			
SRP190900	GSE129338	32439758	PMC7295591
SRP116737			
ERP023810			
SRP077254	GSE83734	28241004	PMC5348049
ERP108358			
SRP129935			
ERP006635			
SRP143632			
SRP136550	GSE112381	29743677	PMC6483730
SRP113020	GSE101659	29713060	PMC6076343
SRP122966	GSE106349	30282719	PMC6219739
SRP149278	GSE115055		
SRP149531	GSE115204		
SRP181645	GSE125509	30970261	
SRP148684	GSE114745	29735606	PMC5991511
SRP062350	GSE72018	27381906	PMC5000579
SRP158422	GSE118796	30249747	PMC6246895
SRP059885	GSE70283	26207833	PMC4514479
SRP109350	GSE100102	28759028	PMC5826565
SRP066815			
SRP023475	GSE47540	24249727	PMC3941103
SRP120291	GSE105113	30419043	PMC6231642
SRP110717			
SRP117031	GSE103524	28923910	
SRP056432	GSE67164	26189680	PMC4522370
SRP103113	GSE97440	28823558	PMC5755977
SRP136262	GSE112135	30996347	PMC6522387
SRP079238	GSE84703	28369036	PMC5885283
SRP050399	GSE63756	25651210	PMC4412289
SRP115618	GSE102757		
SRP167975	GSE122233	30674677	PMC6369805
SRP187465	GSE127811		
SRP161709	GSE119940	31209400	PMC6588409
SRP082357	GSE85723	27668798	PMC5117833
SRP091903	GSE89014	28552607	PMC5470112
SRP155684			
SRP063574	GSE72917	26324326	PMC4609739
SRP062636			
SRP117185			
SRP189417	GSE128839		
SRP093761	GSE90108	29093577	PMC5665917
SRP180143	GSE125301	31233251	
SRP061537	GSE71294	30111345	PMC6092797
SRP096042	GSE89897	28143955	PMC5339677
SRP116898	GSE103545	29083322	PMC5707145
SRP155020	GSE117605	28854700	PMC5886175
ERP001235			
SRP144034	GSE113862	29934339	PMC6071765
ERP004465			
SRP044301	GSE59373	25955728	PMC4425456
SRP082453	GSE85875	28135720	PMC6097610
SRP070761	GSE78240	27102483	
ERP002250			
SRP065380			
SRP115411	GSE102629		
SRP078611			
SRP158286			
SRP192396	GSE129740	30926233	
SRP055201	GSE66128	27720483	
SRP043159	GSE58429	25202826	
SRP029933	GSE50856	24419370	PMC3890974
SRP159908	GSE119443	31286885	PMC6615237
SRP119675	GSE104775	29518357	PMC5927822
SRP156542	GSE118224	30348622	PMC6286640
SRP033011	GSE52396	25977766	PMC4322579
SRP055139	GSE66001	26459762	PMC4702595
SRP194288	GSE130515	31271750	PMC6632093
ERP006622			
SRP063827	GSE73082	26969725	PMC4822596
ERP105170			
SRP124741			
SRP072449	GSE79651	27470110	PMC5052061
SRP161896	GSE120037	30318303	
SRP070468	GSE78045	27880895	
SRP029900	GSE50775	25130491	PMC4163922
SRP072214	GSE79457	28215845	PMC5358097
SRP201482	GSE132773	31395740	PMC6719623
SRP186575	GSE126924		
SRP031843	GSE51572	24127433	
SRP189379			
SRP107795			
SRP045365	GSE60238	32659723	PMC7358709
SRP149330	GSE115091	30290792	PMC6173885
SRP056896	GSE67609	26165925	PMC4530029
SRP055571	GSE66366		
SRP144074	GSE113872	30197195	PMC6404985
SRP181026	GSE125389	30799275	PMC6411484
SRP182651			
SRP128168	GSE108803	30380057	PMC6381317
SRP101927	GSE96627		
SRP013888	GSE38907	23177623	
SRP136169	GSE112143	30540939	PMC6302735
SRP192992			
SRP136568	GSE112400	29727681	PMC5944606
SRP042093	GSE57712	25209997	PMC4359380
SRP022882	GSE47062	23823620	PMC3688817
SRP135284	GSE111779	29713015	
DRP001160			
SRP009662	GSE34274	22267199	PMC3288669
SRP072072	GSE79408		
SRP062768	GSE72293	26504244	PMC4653225
SRP064574	GSE73823	26727110	PMC4888942
SRP156731	GSE118283	30231016	PMC6166974
SRP130947	GSE108291		
SRP151576	GSE116404	30504125	PMC6307884
DRP003625			
SRP093722	GSE90140	28355185	PMC5383507
SRP181709			
SRP036078	GSE54574	26954547	PMC4785845
SRP063013	GSE72546	24574008	PMC3957372
SRP186466	GSE126858	30898933	PMC6487857
SRP148095	GSE114572	30108334	PMC6092323
SRP071664	GSE79124		
ERP108377			
SRP071214	GSE78948	27728803	PMC5065004
SRP055995	GSE66686	25921091	PMC4429916
SRP118713	GSE104161	29322219	PMC6203439
SRP173202	GSE123515	31019301	
SRP095321	GSE92464		
SRP107800	GSE99164	29255003	PMC5792476
SRP186194	GSE126714	30824837	PMC6889278
SRP045354	GSE60219		
SRP182831	GSE125846	30858552	PMC6756219
SRP095640	GSE92887	28611075	
SRP074293	GSE81066		
SRP022612	GSE46916	26620638	PMC4686672
SRP041656	GSE57278	25219497	PMC4608043
SRP064306	GSE73559	26660426	
SRP125028	GSE106926		
SRP141125	GSE113368	30233305	PMC6127286
SRP064982	GSE74161	26710888	PMC4856586
SRP102445	GSE97013	28267439	PMC5541256
SRP123056	GSE106365		
SRP152623	GSE116758	30664665	PMC6341091
SRP111389	GSE100964	29044429	
SRP093233	GSE89764	28205547	PMC5316862
SRP121628	GSE106204	30087349	PMC6081460
SRP048600		27076077	PMC4832237
SRP194252	GSE130485	31182587	PMC6600918
SRP165154			
SRP066161	GSE74985	27113915	PMC4846374
ERP013883			
SRP119079	GSE104396	29183737	PMC5930237
SRP052789	GSE65246	26059508	
SRP101755	GSE96518	29132502	PMC5703644
SRP072256	GSE79558	28916727	PMC5672035
SRP071772	GSE79219		
SRP153151	GSE116982		
SRP110658	GSE100586	29950983	PMC6008389
SRP064560	GSE73813	26324324	PMC4609743
SRP097011	GSE93820	29150239	PMC5728676
SRP128645	GSE108993	30380414	PMC6878787
SRP108420	GSE99548	29670118	PMC5906632
SRP175089			
SRP066320	GSE75109	31197158	PMC6565723
SRP083914	GSE86315	28279190	PMC5345243
SRP186924	GSE127004	31515109	
SRP148775	GSE114805	29980665	PMC6035258
SRP144378	GSE113975		
SRP100512	GSE95102	28794184	PMC5580656
SRP038217	GSE55188	24722488	PMC3983222
SRP104670	GSE98041	29358041	PMC6996513
SRP154558	GSE117437	31023878	PMC6602341
SRP070995	GSE78781	28230862	PMC5386490
SRP144494	GSE114011	31485072	PMC7365572
ERP004944			
SRP079693	GSE84804	28207192	PMC5743547
SRP075573	GSE81783	27409813	PMC4961620
SRP053389	GSE65770	26900923	PMC5984042
SRP140675	GSE113267	29967452	PMC6428260
DRP001299			
SRP114977	GSE102332	28957668	PMC5637454
SRP143964			
SRP067265	GSE75925		
SRP127568	GSE108532	29459403	PMC5860980
SRP102515	GSE97058	28735896	PMC5603316
SRP080147	GSE84961	27542215	PMC5312274
SRP170017	GSE122795	30843878	PMC6483523
SRP172684	GSE123392	31101904	
SRP072732	GSE79812	27338705	
SRP110570	GSE100522	30052469	PMC6086314
SRP061454	GSE71257	27065194	
SRP150047	GSE115495	30224802	PMC6158078
SRP089735	GSE86840		
SRP111473	GSE101092	28891811	PMC5617672
SRP128565	GSE108884	29496881	
SRP068648	GSE77010	27498867	
SRP095461	GSE92699	28886382	PMC5718193
SRP078840	GSE84517	28288101	PMC5524187
SRP090566	GSE87441	28793257	
SRP035266			
SRP173255	GSE123587	30830865	PMC6478411
DRP003214			
SRP199774	GSE131919		
SRP023489	GSE47408		
SRP067469	GSE76081	26914168	
SRP115307	GSE102562	28930663	PMC5719893
SRP063608	GSE72941	26687445	PMC4703905
SRP069067	GSE77390	27554085	PMC5064716
SRP173820	GSE124061	30773317	PMC6555485
SRP111358	GSE100941	28805814	PMC5614835
SRP108049		28628896	
SRP145606	GSE114400	30344015	PMC6370974
SRP082988	GSE86079	27811056	PMC5068243
SRP093307	GSE89695	29100015	PMC5678422
SRP132364			
SRP148641	GSE114748	30223853	PMC6142630
SRP071580	GSE79068	28819278	PMC5843897
SRP136879	GSE112575	29556029	PMC5884423
SRP134574	GSE111603	29961578	PMC6370011
ERP016429			
SRP189261	GSE128752		
SRP095702	GSE92936	29900695	PMC6361378
SRP114926	GSE102299	28902842	PMC5746044
SRP091872	GSE88996	27881740	PMC5133449
SRP188525	GSE128358		
ERP110454			
SRP167086	GSE121891	30517858	PMC6342206
SRP126566	GSE107984	29659998	PMC5961101
SRP034891	GSE53793	25590618	PMC4295871
SRP045529	GSE60441	25197048	PMC4209986
SRP115412	GSE102630		
SRP149944	GSE115434	31266943	PMC6606597
SRP127725	GSE108625	29466735	PMC5880308
SRP156576	GSE118245	30332632	PMC6197489
SRP096340	GSE93327	29183964	PMC6137450
SRP108832	GSE99808	29436396	PMC5839760
SRP172768	GSE123454	30586455	PMC6306246
SRP053401	GSE65775	26900923	PMC5984042
SRP065801	GSE74679	26932671	PMC4813342
ERP003494			
SRP139105			
SRP185876	GSE126551	31323030	PMC6668837
SRP068256			
SRP127682	GSE108614		
SRP017207	GSE42339	23760953	PMC3699281
SRP151927	GSE116604	30379943	PMC6231672
SRP108013	GSE99291	28992396	PMC5711563
SRP100766	GSE95411	28514690	
SRP181147	GSE125445		
SRP115964	GSE102962	29483303	PMC6580772
ERP015751			
SRP192686	GSE129662	31076406	PMC6517669
SRP096832	GSE93670	28833065	PMC5724490
SRP100902	GSE95543	28826497	PMC5589419
SRP118915	GSE104285	29888756	PMC5993202
SRP090989	GSE87743	28030540	PMC5193345
SRP019455	GSE45180	24154870	PMC3917779
SRP150090			
SRP015851	GSE41090	23623381	PMC3738211
SRP194050		25803037	PMC4372442
SRP198810	GSE130938	31157617	PMC6594754
SRP008802	GSE32881	19679836	PMC2828903
SRP028907			
SRP117727	GSE103892	29466745	PMC5849084
SRP185441	GSE126370	31164154	PMC6547497
SRP158081	GSE118614	31128945	PMC6768831
SRP068517	GSE76926	27044474	PMC4826298
SRP048246	GSE61851	25409146	PMC4367962
SRP033467	GSE52950	24942538	PMC4082626
SRP098590	GSE94297		
SRP041160	GSE56786		
SRP070853	GSE78696	27092172	PMC4820448
SRP149173	GSE115012	30143610	PMC6109074
SRP163055	GSE120714		
SRP162647	GSE120462	30464345	PMC6542691
SRP068706	GSE77067	27090946	PMC4838832
SRP151925	GSE116600	30108144	PMC6126750
SRP195587	GSE130765		
SRP064307	GSE73561	26660426	
SRP068858			
SRP194649	GSE130649	31204303	PMC6626982
SRP092258	GSE89296		
SRP108573	GSE99645	28696253	PMC5544932
SRP049458	GSE62917	25456137	PMC4542304
SRP061227	GSE70985	26705333	PMC4755740
SRP150787	GSE115967	30796038	PMC6442383
SRP036028	GSE54473	25437545	PMC4251488
SRP143389	GSE113689	29899446	PMC6130914
SRP097631	GSE93961	29937142	PMC6067058
SRP181036	GSE125314	30929900	PMC6496946
SRP062819	GSE72341	26634440	PMC4706788
SRP119095	GSE104415	29618815	PMC5895494
SRP056593	GSE67270	32661418	PMC7359330
SRP201744	GSE132900	31254415	
SRP047331	GSE61577	26437366	PMC4636469
SRP051814	GSE64771	25605014	PMC4413643
SRP043115	GSE58405	25503407	PMC4302838
DRP001120			
SRP153101	GSE116961	30297801	
SRP108296	GSE99457	28686870	PMC5642297
SRP064961	GSE74131	26777404	PMC4733406
SRP167429	GSE122057	31231694	PMC6565746
SRP083088	GSE86118	28841717	PMC5589263
DRP003699			
SRP067243	GSE75907	27703156	PMC5059478
SRP068694	GSE77051	27346680	PMC4944723
SRP074892	GSE81380	28249907	
SRP100448	GSE95135	30208973	PMC6134763
SRP150672	GSE115899	30475207	PMC6303105
SRP181955	GSE125627	30833574	PMC6399349
SRP140561	GSE113214	31086333	PMC6588410
SRP186401	GSE126826		
SRP070814	GSE78505	27332731	PMC4918454
SRP080768	GSE85061		
SRP081279	GSE85484	27555590	PMC5018788
SRP140947	GSE113340		
SRP094934			
SRP089964	GSE86976	28468969	PMC5512439
SRP186281	GSE126761	31251913	PMC6716369
SRP131041	GSE109288	30552022	PMC6301096
SRP091388	GSE87837		
SRP123603	GSE106514	30865898	
SRP135885	GSE111950	30366906	PMC6217734
SRP164943	GSE121002	30638736	PMC6503975
SRP061546	GSE71309	26605529	PMC4862833
SRP092184	GSE89242	28285903	
SRP108023	GSE99296	28714978	
SRP162154	GSE120197	31114903	PMC6648342
SRP116547	GSE103246	30813567	PMC6429586
SRP067034	GSE75760	26710108	PMC4694108
SRP110193	GSE100385		
SRP073037	GSE80041	28691095	PMC5479651
SRP212121	GSE133360	31350310	PMC6781012
SRP042368	GSE58089	25126780	PMC4134513
SRP007273			
SRP111732	GSE101340	29398449	PMC5811310
SRP145670	GSE114434	29789388	PMC5987925
SRP124820	GSE106790	29745895	PMC5959720
ERP015853			
SRP101884	GSE96561	28515341	PMC5544253
SRP136025			
SRP094831	GSE91078	28698371	PMC5544300
ERP106558			
SRP117042	GSE103447	30270123	PMC6179449
SRP136216	GSE112183	30220558	
SRP091875	GSE88998	27913566	PMC5206495
SRP050982	GSE63968	25711832	PMC4426363
SRP117739	GSE103908	29946549	PMC6005845
SRP047452	GSE61716	26034286	PMC4460505
SRP026484	GSE48480	23945586	PMC3774280
SRP100830	GSE95478		
SRP126683	GSE108052	29669006	PMC6176896
SRP142633			
SRP082496	GSE85891	27671649	PMC5068263
SRP139922	GSE113111	30232283	PMC6237226
SRP125007	GSE106903	29779018	PMC5990393
SRP142626	GSE113675	30559431	PMC6378878
SRP076034	GSE82180	28174757	PMC5247424
SRP042200	GSE57910	24946870	PMC4197816
SRP044242	GSE59318	25288137	PMC4388743
SRP090748	GSE87504	28115466	PMC5287108
SRP092209	GSE89261	27911839	PMC5167147
SRP149311	GSE115070	30135866	PMC6104179
SRP109807	GSE100244	28674041	PMC5565396
SRP018511	GSE44158	23630078	PMC3650230
SRP109693	GSE100216	29395062	
DRP004159			
SRP059915	GSE70314	26459632	PMC4991664
SRP150747	GSE115934	30455179	PMC6262869
SRP128560	GSE108879	31221018	
SRP071963	GSE79363	27841856	
SRP101880	GSE96608	29335546	PMC5810905
SRP158691	GSE118973	30445039	PMC6541012
SRP102027	GSE96722		
SRP141425	GSE113466	30232460	PMC6145895
SRP090864	GSE87635	27807034	PMC5110997
SRP151259	GSE116221	30982898	PMC6547434
SRP151779	GSE116519	30638736	PMC6503975
SRP171634	GSE123179	31461442	PMC6713350
ERP007180			
SRP156903	GSE118349	31257073	PMC6617390
ERP000778			
DRP000669			
SRP031862	GSE51620		
SRP068647	GSE77007	27033977	PMC4821994
ERP009870			
SRP068025	GSE76498	27659014	PMC5031867
SRP107957	GSE99265	28572455	
SRP101949	GSE96650	30673619	PMC6344342
SRP082563	GSE85931		
SRP173808	GSE124051	30670683	PMC6343006
SRP055138	GSE66000	26459762	PMC4702595
SRP043965	GSE58993	25104388	PMC4289637
SRP019780	GSE45278	23583100	PMC3662805
ERP014128			
SRP069185	GSE77472	27905489	PMC5131312
SRP106786	GSE98765	28522693	PMC5581686
SRP165649			
SRP048937	GSE62357	27135800	PMC5023010
SRP102799	GSE97249	28538737	PMC5683179
SRP166015	GSE121416	30661759	PMC6705176
ERP005545			
SRP033416	GSE52870	25605792	PMC4402510
SRP036069	GSE54549	24874989	PMC4066399
SRP080997	GSE85249	28008008	PMC5333576
SRP079184	GSE84681	28468635	PMC5415793
SRP150708	GSE115915	30126925	PMC6172472
SRP094068	GSE90654	28487632	PMC5403885
SRP106464	GSE98545	29281003	PMC6279112
SRP151064	GSE116138	30718509	PMC6362095
SRP078142	GSE84175	27880914	
SRP137649	GSE112725	31063129	PMC6504237
SRP034954		24026101	PMC3813844
SRP170071	GSE122828	31572388	PMC6749082
SRP134276	GSE111633	29937225	PMC6046266
SRP055868	GSE66567	26503053	
SRP120161	GSE105085	30728174	PMC6400531
ERP109471			
SRP033579	GSE53110	25224068	PMC4248310
SRP189889	GSE129064		
SRP128094	GSE108794	30146314	PMC6690358
SRP169970	GSE122781		
ERP108889			
SRP149553	GSE115226	30428023	PMC6392100
SRP076019	GSE82158	28694385	PMC5551573
SRP018809	GSE44575	24365181	PMC3882496
SRP106920	GSE98844	26746790	PMC4914435
SRP075115	GSE81441	28628120	PMC5658682
SRP090461	GSE87341	27926879	
SRP200261	GSE132120		
SRP039432	GSE55596	26410627	PMC4618086
SRP171164	GSE123134	31130969	PMC6509617
SRP031608			
SRP014760	GSE39994	23390484	PMC3559380
SRP033657	GSE53190		
SRP014029	GSE39129	22871668	PMC3519984
SRP107760	GSE99144	28607084	PMC5495275
SRP061774	GSE71508	28262751	PMC5343482
SRP145321	GSE114300	29997286	PMC6101707
SRP093264	GSE89737	28423326	PMC5476221
SRP098128	GSE94159	29632413	
SRP053440	GSE65818	25838543	PMC4387716
SRP165661	GSE121206	31601814	PMC6787222
SRP131033	GSE109280	29717979	PMC5957528
SRP151066	GSE116140		
SRP101950	GSE96638	29408237	PMC5805474
SRP150910	GSE116031	30770807	PMC6377627
SRP116375	GSE103219		
SRP187528	GSE127833		
SRP067878			
SRP173330	GSE123714	30988300	PMC6465250
SRP039962	GSE55791	25995319	
SRP064004	GSE73336	27990460	PMC5042762
SRP092427	GSE89419		
SRP161945			
SRP056375	GSE67112	25933067	PMC4416735
SRP093302	GSE89823	28082400	PMC5313321
SRP155526	GSE117784	31216470	PMC6667192
SRP051198	GSE64218		
SRP062577	GSE72178		
SRP007567	GSE30839	23810193	PMC3756563
SRP070849	GSE78691	28193779	PMC5413413
SRP098946	GSE94583	29248454	PMC5840495
SRP053053	GSE65528	26343579	PMC4578813
SRP094485	GSE90816	29679048	PMC5910417
SRP110981	GSE100727	29490982	
SRP106582			
SRP186182	GSE126704	31078262	
SRP199884	GSE131972	31354448	PMC6637287
SRP128582	GSE108974	30404016	PMC6384825
SRP115922	GSE102903	29079839	PMC5660125
SRP126678	GSE108044	29360036	PMC5832417
SRP066480	GSE75242	28319094	PMC5424814
SRP049826	GSE63316	25547674	PMC4291529
SRP103106	GSE97439	28584005	PMC5524201
SRP119154	GSE104443	29070831	PMC5656618
SRP076543	GSE83338	28757615	PMC5534431
SRP116189	GSE103113	30320549	PMC6214654
SRP148566	GSE114702	29809134	PMC5995540
SRP059611	GSE69970	27642011	PMC5059138
DRP003837			
SRP185879	GSE126553	31109955	PMC6581587
ERP006099			
SRP062242	GSE71916	26687839	PMC4858412
ERP006983			
SRP064433	GSE73711	26944677	PMC4782045
SRP067991	GSE76466	26795246	
SRP071239	GSE78966	27572106	PMC5013715
SRP049959	GSE63348	25557080	PMC4334572
SRP036157	GSE54631	24991935	PMC4084626
SRP029974	GSE50927	25106430	PMC4187039
SRP066998	GSE75706		
SRP104150	GSE97911		
SRP152838	GSE116793		
SRP064762	GSE73909	27359099	PMC4928941
SRP045579	GSE60493	26313521	PMC4557751
SRP133491	GSE111127		
SRP028547	GSE49581	24381249	PMC3874104
SRP059601			
SRP125116	GSE107004	29438740	
SRP189651			
SRP154882	GSE117520	30170812	PMC6152941
SRP026162	GSE48083	26484291	PMC4583693
SRP099019	GSE94642	29259606	PMC5723310
ERP001989			
SRP058904	GSE69407	27527166	PMC5000678
SRP013166	GSE37952	25070796	
SRP166318	GSE121598	30568299	PMC6420879
ERP003753			
ERP016270			
SRP000937		20519413	PMC2892100
SRP066855	GSE75579	26878175	PMC4767347
SRP187471	GSE127815	30979904	PMC6461695
SRP094555	GSE90869	29576526	PMC6359928
SRP170020	GSE122732	31033441	PMC6504235
SRP059779	GSE70158	26258789	PMC4555136
SRP160525	GSE119701	31189663	
SRP070751	GSE78247	27097762	PMC4844673
SRP128071	GSE108788	29398364	PMC8601153
SRP151766	GSE116511		
SRP107690	GSE99120		
SRP108132	GSE99366		
SRP117085	GSE103607	29445154	PMC5833860
SRP053191	GSE65636	26314864	PMC4566031
SRP095488	GSE92721	28411207	PMC5501744
SRP129582			
SRP029447	GSE50554	24946810	PMC4056533
SRP095866	GSE93017	29296022	PMC5750210
GSE58293	E-GEOD-58293	25343476	PMC4371841
SRP185829	GSE126518	31182480	PMC6615974
ERP005430			
SRP017560	GSE42912	23341612	PMC3568335
SRP015796	GSE40948	23085715	
SRP014555	GSE39605		
SRP016949	GSE41977	25480952	PMC4352877
SRP167954	GSE122215	30951545	PMC6450627
SRP063609	GSE72942	27150038	PMC4864124
SRP112534	GSE101510	29564420	PMC5858712
ERP109687			
SRP123627	GSE106463	29662170	PMC5988041
SRP044379			
SRP034644	GSE53528	26314709	PMC4573855
SRP068115	GSE76565	27766298	PMC5042868
SRP066675	GSE75413	26541607	PMC5642900
SRP133266			
SRP133249	GSE110971	30375396	PMC6207712
SRP039386	GSE55552	25312494	PMC4254170
SRP093326	GSE89834	28067246	PMC5227701
SRP025990	GSE47883	24757056	PMC4020067
SRP068455	GSE76857	28006658	
SRP076551	GSE83351	28423325	
SRP161620	GSE119883		
SRP113200	GSE101678	29051379	PMC5682622
SRP068739	GSE77107	26947068	PMC4802222
SRP098901	GSE94534	28384715	PMC6024660
SRP074601	GSE81237	27220464	PMC5009735
SRP174496	GSE124388	31155351	PMC6581574
SRP049019	GSE62479	25395539	PMC4788408
SRP159068	GSE119182	30382200	
SRP121282	GSE105944	30250226	PMC6173981
SRP074108			
SRP027541	GSE48974	28172828	PMC6078599
ERP019494			
SRP117660	GSE103847	29035364	PMC7104364
SRP001983			
SRP115896	GSE102856	29321472	PMC5762923
SRP145005	GSE114195	30606806	PMC6664818
SRP149700	GSE115288	32479262	PMC7289599
SRP059596	GSE69952	26221964	PMC4519125
SRP114827	GSE102254		
SRP052803	GSE65267	26449608	PMC4884105
SRP155485	GSE117771	30273606	
SRP089993	GSE86997	27783952	PMC5123820
ERP108900			
SRP178238	GSE124922	31089182	PMC6517446
SRP074378	GSE81115	27889451	PMC5227652
SRP120977	GSE105789	30467144	PMC6684198
SRP156448	GSE118163	31213486	PMC6679375
SRP189878	GSE129056	30975892	PMC6547860
SRP072669	GSE79756	27856756	PMC5137778
SRP045452	GSE60361	28729663	PMC5519641
SRP186498	GSE126891	31053654	PMC6648660
ERP010398			
SRP082362	GSE85737	30894540	PMC6426870
SRP059669	GSE70020	27749840	PMC5275767
SRP163175	GSE120748	31235831	PMC6591401
SRP101444	GSE95739	28548091	PMC5458545
SRP060667	GSE70788	26627735	
